排名,代码,名称,指数,股息率(%),TTM每股股息(元),当前价(元)
659,002756,永兴材料,中证500,1.52,0.700,46.15
660,002064,华峰化学,中证500,1.52,0.150,9.90
661,300274,阳光电源,沪深300,1.51,1.640,108.29
662,603259,药明康德,沪深300,1.51,1.929,127.51
663,688475,萤石网络,中证500,1.51,0.400,26.46
664,300303,聚飞光电,中证1000,1.51,0.120,7.94
665,300012,华测检测,中证500,1.50,0.200,13.31
666,000878,云南铜业,中证500,1.50,0.230,15.33
667,601138,工业富联,沪深300,1.49,0.980,65.60
668,002085,万丰奥威,中证500,1.49,0.150,10.10
669,002516,旷达科技,中证1000,1.48,0.080,5.39
670,603920,世运电路,中证500,1.48,0.600,40.65
671,002075,沙钢股份,中证1000,1.47,0.050,3.39
672,300294,博雅生物,中证1000,1.47,0.223,15.12
673,002340,格林美,中证500,1.47,0.095,6.47
674,600298,安琪酵母,中证500,1.47,0.550,37.46
675,300748,金力永磁,中证500,1.47,0.400,27.26
676,600739,辽宁成大,中证1000,1.47,0.150,10.23
677,688717,艾罗能源,中证1000,1.47,0.938,63.96
678,002511,中顺洁柔,中证1000,1.46,0.104,7.13
679,001221,悍高集团,中证500,1.46,0.530,36.36
680,002006,精工科技,中证1000,1.46,0.200,13.73
681,600233,圆通速递,沪深300,1.45,0.250,17.25
682,600392,盛和资源,中证500,1.44,0.350,24.24
683,301291,明阳电气,中证1000,1.44,0.520,36.04
684,000582,北部湾港,中证500,1.44,0.161,11.21
685,603087,甘李药业,中证500,1.43,1.000,70.00
686,002541,鸿路钢构,中证1000,1.43,0.280,19.62
687,300409,道氏技术,中证1000,1.43,0.250,17.54
688,603305,旭升集团,中证1000,1.42,0.160,11.23
689,601568,北元化工,中证1000,1.42,0.050,3.51
690,603327,福蓉科技,中证1000,1.42,0.110,7.74
691,002053,云南能投,中证1000,1.41,0.130,9.25
692,600995,南网储能,中证500,1.40,0.169,12.04
693,600547,山东黄金,沪深300,1.40,0.355,25.26
694,600143,金发科技,中证500,1.40,0.200,14.31
695,300773,拉卡拉,中证1000,1.40,0.200,14.33
696,002841,视源股份,中证500,1.40,0.720,51.60
697,002891,中宠股份,中证1000,1.38,0.360,26.04
698,000680,山推股份,中证1000,1.38,0.135,9.80
699,601888,中国中免,沪深300,1.37,0.700,50.92
700,601126,四方股份,中证1000,1.37,0.720,52.60
701,600623,华谊集团,中证1000,1.37,0.110,8.05
702,603713,密尔克卫,中证1000,1.37,1.000,73.21
703,601609,金田股份,中证1000,1.37,0.140,10.25
704,300433,蓝思科技,沪深300,1.36,0.550,40.32
705,001337,四川黄金,中证1000,1.36,0.500,36.83
706,002158,汉钟精机,中证1000,1.35,0.450,33.24
707,301498,乖宝宠物,中证500,1.35,0.500,37.01
708,600315,上海家化,中证1000,1.35,0.239,17.72
709,003010,若羽臣,中证1000,1.34,0.300,22.33
710,300638,广和通,中证1000,1.34,0.234,17.43
711,603693,江苏新能,中证1000,1.34,0.150,11.19
712,603583,捷昌驱动,中证1000,1.34,0.310,23.15
713,002073,软控股份,中证1000,1.34,0.070,5.24
714,600426,华鲁恒升,沪深300,1.33,0.250,18.82
715,002250,联化科技,中证1000,1.33,0.200,15.09
716,002155,湖南黄金,中证500,1.32,0.300,22.72
717,300693,盛弘股份,中证1000,1.32,0.500,37.88
718,300926,博俊科技,中证1000,1.32,0.220,16.72
719,600528,中铁工业,中证1000,1.31,0.090,6.90
720,002051,中工国际,中证1000,1.31,0.110,8.43
721,600160,巨化股份,沪深300,1.31,0.560,42.85
722,300482,万孚生物,中证1000,1.30,0.220,16.87
723,300251,光线传媒,沪深300,1.30,0.150,11.51
724,002850,科达利,中证500,1.30,2.500,192.01
725,605296,神农集团,中证1000,1.30,0.390,30.03
726,600621,华鑫股份,中证1000,1.29,0.180,13.91
727,605117,德业股份,沪深300,1.29,1.108,85.70
728,601969,海南矿业,中证1000,1.28,0.110,8.57
729,002901,大博医疗,中证1000,1.28,0.600,46.79
730,600395,盘江股份,中证1000,1.28,0.060,4.68
731,001369,双欣材料,中证1000,1.28,0.150,11.72
732,300850,新强联,中证1000,1.28,0.295,23.08
733,603707,健友股份,中证1000,1.27,0.100,7.85
734,002797,第一创业,中证500,1.27,0.082,6.44
735,603092,德力佳,中证500,1.27,0.621,48.97
736,301600,慧翰股份,中证1000,1.27,1.000,78.87
737,002558,巨人网络,沪深300,1.27,0.340,26.87
738,601066,中信建投,沪深300,1.26,0.340,26.96
739,601108,财通证券,中证500,1.26,0.110,8.74
740,601699,潞安环能,中证500,1.26,0.187,14.86
741,603341,龙旗科技,中证500,1.26,0.500,39.80
742,601966,玲珑轮胎,中证500,1.25,0.135,10.76
743,601890,亚星锚链,中证1000,1.25,0.100,7.99
744,605589,圣泉集团,中证500,1.25,0.650,51.95
745,600266,城建发展,中证1000,1.25,0.050,4.00
746,605333,沪光股份,中证1000,1.24,0.200,16.14
747,601868,中国能建,沪深300,1.24,0.031,2.52
748,601918,新集能源,中证1000,1.24,0.120,9.70
749,600845,宝信软件,沪深300,1.23,0.230,18.70
750,603337,杰克科技,中证1000,1.23,0.450,36.62
751,002422,科伦药业,沪深300,1.22,0.594,48.50
752,605020,永和股份,中证1000,1.22,0.450,36.95
753,600459,贵研铂业,中证1000,1.22,0.249,20.48
754,002048,宁波华翔,中证1000,1.22,0.260,21.37
755,600562,国睿科技,中证500,1.21,0.249,20.57
756,603929,亚翔集成,中证1000,1.21,2.650,219.30
757,603799,华友钴业,沪深300,1.21,0.500,41.40
758,688139,海尔生物,中证1000,1.21,0.330,27.35
759,601198,东兴证券,中证500,1.20,0.166,13.81
760,601136,首创证券,沪深300,1.20,0.168,14.03
761,000099,中信海直,中证1000,1.20,0.160,13.37
762,002100,天康生物,中证1000,1.20,0.078,6.52
763,000875,电投绿能,中证1000,1.19,0.057,4.79
764,600509,天富能源,中证1000,1.17,0.084,7.15
765,002978,安宁股份,中证1000,1.17,0.300,25.58
766,600059,古越龙山,中证1000,1.17,0.090,7.70
767,002203,海亮股份,中证500,1.17,0.228,19.53
768,301345,涛涛车业,中证1000,1.17,3.000,257.00
769,002518,科士达,中证1000,1.17,0.450,38.60
770,002266,浙富控股,中证500,1.17,0.060,5.15
771,600131,国网信通,中证500,1.16,0.165,14.19
772,601016,节能风电,中证500,1.16,0.038,3.30
773,600888,新疆众和,中证1000,1.15,0.130,11.26
774,600256,广汇能源,中证500,1.15,0.063,5.46
775,600635,大众公用,中证1000,1.15,0.050,4.34
776,300142,沃森生物,中证500,1.15,0.155,13.46
777,000959,首钢股份,中证500,1.15,0.040,3.48
778,603225,新凤鸣,中证500,1.15,0.200,17.42
779,300735,光弘科技,中证500,1.13,0.250,22.05
780,301078,孩子王,中证1000,1.13,0.075,6.63
781,002611,东方精工,中证1000,1.13,0.172,15.21
782,600452,涪陵电力,中证1000,1.13,0.103,9.13
783,001696,宗申动力,中证500,1.13,0.200,17.75
784,600862,中航高科,中证500,1.13,0.223,19.81
785,600649,城投控股,中证1000,1.12,0.040,3.56
786,002017,东信和平,中证1000,1.12,0.145,12.92
787,601096,宏盛华源,中证1000,1.12,0.046,4.10
788,000750,国海证券,中证500,1.12,0.042,3.75
789,002312,川发龙蟒,中证500,1.12,0.090,8.04
790,000737,北方铜业,中证500,1.12,0.140,12.52
791,000969,安泰科技,中证1000,1.12,0.200,17.93
792,688278,特宝生物,中证500,1.11,0.620,55.68
793,002922,伊戈尔,中证1000,1.11,0.300,26.95
794,000950,重药控股,中证1000,1.11,0.060,5.39
795,600577,精达股份,中证1000,1.11,0.090,8.09
796,601112,振石股份,中证500,1.10,0.172,15.60
797,300684,中石科技,中证1000,1.10,0.740,67.14
798,601228,广州港,中证500,1.10,0.033,3.00
799,600456,宝钛股份,中证1000,1.09,0.300,27.42
800,603236,移远通信,中证1000,1.09,0.550,50.45
801,600905,三峡能源,沪深300,1.09,0.041,3.77
802,002472,双环传动,中证500,1.09,0.460,42.39
803,600927,永安期货,中证500,1.08,0.140,12.91
804,600150,中国船舶,沪深300,1.08,0.365,33.77
805,300841,康华生物,中证1000,1.07,0.500,46.59
806,002925,盈趣科技,中证1000,1.07,0.230,21.44
807,688708,佳驰科技,中证500,1.07,0.500,46.75
808,688778,厦钨新能,中证500,1.07,0.500,46.77
809,301589,诺瓦星云,中证1000,1.06,1.460,137.27
810,301606,绿联科技,中证500,1.06,0.600,56.48
811,000061,农产品,中证1000,1.06,0.060,5.65
812,688472,阿特斯,沪深300,1.06,0.099,9.32
813,688213,思特威,中证500,1.06,1.005,95.18
814,600508,上海能源,中证1000,1.05,0.090,8.54
815,300443,金雷股份,中证1000,1.05,0.200,18.98
816,301602,超研股份,中证1000,1.05,0.150,14.24
817,002237,恒邦股份,中证1000,1.05,0.134,12.75
818,300357,我武生物,中证1000,1.05,0.250,23.84
819,688065,凯赛生物,中证500,1.05,0.450,42.93
820,002202,金风科技,沪深300,1.04,0.200,19.17
821,600760,中航沈飞,沪深300,1.04,0.405,38.86
822,000063,中兴通讯,沪深300,1.03,0.411,39.91
823,603358,华达科技,中证1000,1.03,0.410,39.92
824,000887,中鼎股份,中证500,1.03,0.200,19.51
825,600497,驰宏锌锗,中证500,1.02,0.100,9.79
826,600885,宏发股份,中证500,1.02,0.347,34.15
827,603103,横店影视,中证1000,1.02,0.140,13.78
828,300456,赛微电子,中证1000,1.01,0.370,36.47
829,301153,中科江南,中证1000,1.01,0.159,15.73
830,688639,华恒生物,中证1000,1.01,0.160,15.86
831,603160,汇顶科技,中证500,1.01,0.543,53.90
832,603806,福斯特,中证500,1.01,0.150,14.91
833,002130,沃尔核材,中证500,1.00,0.165,16.42
834,002252,上海莱士,中证500,1.00,0.048,4.81
835,002597,金禾实业,中证1000,1.00,0.200,19.98
836,002125,湘潭电化,中证1000,1.00,0.115,11.50
837,600056,中国医药,中证1000,1.00,0.095,9.50
838,000960,锡业股份,中证500,0.99,0.360,36.43
839,002011,盾安环境,中证1000,0.99,0.100,10.14
840,603979,金诚信,中证500,0.98,0.660,67.10
841,600864,哈投股份,中证1000,0.98,0.051,5.19
842,600032,浙江新能,中证500,0.98,0.064,6.52
843,002019,亿帆医药,中证1000,0.98,0.100,10.19
844,600570,恒生电子,沪深300,0.98,0.200,20.51
845,600967,内蒙一机,中证500,0.97,0.099,10.16
846,605123,派克新材,中证1000,0.97,0.780,80.30
847,688088,虹软科技,中证1000,0.97,0.320,32.95
848,600038,中直股份,中证500,0.97,0.239,24.61
849,300634,彩讯股份,中证1000,0.97,0.180,18.55
850,605011,杭州热电,中证1000,0.97,0.160,16.49
851,300633,开立医疗,中证1000,0.97,0.180,18.60
852,688006,杭可科技,中证1000,0.97,0.232,24.00
853,603638,艾迪精密,中证1000,0.97,0.200,20.72
854,601678,滨化股份,中证1000,0.97,0.050,5.18
855,688698,伟创电气,中证1000,0.97,0.500,51.80
856,603659,璞泰来,中证500,0.96,0.230,23.90
857,002273,水晶光电,中证500,0.96,0.300,31.26
858,000758,中色股份,中证1000,0.96,0.055,5.75
859,600711,盛屯矿业,中证500,0.95,0.100,10.48
860,002050,三花智控,沪深300,0.95,0.400,41.94
861,002738,中矿资源,中证500,0.95,0.500,52.56
862,002938,鹏鼎控股,沪深300,0.95,1.000,105.24
863,300416,苏试试验,中证1000,0.95,0.150,15.87
864,600109,国金证券,中证500,0.94,0.080,8.47
865,600114,东睦股份,中证1000,0.94,0.300,32.03
866,002635,安洁科技,中证1000,0.94,0.150,16.03
867,600549,厦门钨业,沪深300,0.93,0.584,62.57
868,300999,金龙鱼,沪深300,0.93,0.230,24.70
869,300861,美畅股份,中证1000,0.93,0.180,19.34
870,688676,金盘科技,中证500,0.93,0.680,73.16
871,000049,德赛电池,中证1000,0.93,0.230,24.82
872,300014,亿纬锂能,沪深300,0.92,0.479,52.26
873,600988,赤峰黄金,中证500,0.92,0.320,34.95
874,300171,东富龙,中证1000,0.91,0.110,12.07
875,603997,继峰股份,中证1000,0.91,0.107,11.76
876,688563,航材股份,中证500,0.91,0.446,49.11
877,600482,中国动力,沪深300,0.90,0.284,31.48
878,601995,中金公司,沪深300,0.90,0.320,35.44
879,601689,拓普集团,沪深300,0.90,0.490,54.36
880,300442,润泽科技,沪深300,0.90,0.645,71.60
881,300207,欣旺达,中证500,0.90,0.150,16.68
882,300777,中简科技,中证1000,0.90,0.228,25.47
883,600699,均胜电子,中证500,0.89,0.180,20.29
884,002429,兆驰股份,中证500,0.89,0.087,9.81
885,600918,中泰证券,沪深300,0.89,0.050,5.64
886,002493,荣盛石化,沪深300,0.89,0.100,11.29
887,000833,粤桂股份,中证1000,0.87,0.180,20.67
888,603000,人民网,中证500,0.87,0.133,15.29
889,002434,万里扬,中证1000,0.87,0.050,5.75
890,002827,高争民爆,中证1000,0.87,0.210,24.16
891,600596,新安股份,中证1000,0.87,0.100,11.53
892,603248,锡华科技,中证1000,0.87,0.160,18.46
893,000733,振华科技,中证500,0.87,0.380,43.90
894,002244,滨江集团,中证500,0.86,0.068,7.88
895,301556,托普云农,中证1000,0.86,0.470,54.71
896,600685,中船防务,中证500,0.86,0.215,25.14
897,000060,中金岭南,中证500,0.85,0.055,6.45
898,002402,和而泰,中证500,0.85,0.200,23.46
899,002131,利欧股份,中证500,0.85,0.035,4.11
900,600325,华发股份,中证1000,0.85,0.020,2.36
901,688578,艾力斯,中证500,0.85,1.000,118.15
902,603057,紫燕食品,中证1000,0.85,0.180,21.28
903,600301,华锡有色,中证1000,0.84,0.390,46.53
904,301000,肇民科技,中证1000,0.84,0.220,26.28
905,300855,图南股份,中证1000,0.83,0.250,30.01
906,300450,先导智能,沪深300,0.83,0.287,34.47
907,002651,利君股份,中证1000,0.83,0.060,7.21
908,603876,鼎胜新材,中证1000,0.83,0.170,20.46
909,300124,汇川技术,沪深300,0.83,0.500,60.25
910,002755,奥赛康,中证1000,0.82,0.120,14.59
911,300525,博思软件,中证1000,0.82,0.060,7.35
912,301584,建发致新,中证1000,0.82,0.200,24.50
913,603297,永新光学,中证1000,0.81,0.900,110.50
914,301632,广东建科,中证1000,0.81,0.120,14.77
915,300373,扬杰科技,中证500,0.81,0.920,113.30
916,601179,中国西电,中证500,0.81,0.101,12.44
917,600183,生益科技,沪深300,0.81,1.200,147.90
918,001979,招商蛇口,沪深300,0.81,0.051,6.33
919,688591,泰凌微,中证1000,0.81,0.266,32.96
920,300580,贝斯特,中证1000,0.80,0.170,21.14
921,601100,恒立液压,沪深300,0.80,0.860,107.70
922,000725,京东方A,沪深300,0.80,0.056,7.02
923,000035,中国天楹,中证1000,0.80,0.036,4.52
924,301216,万凯新材,中证1000,0.80,0.150,18.85
925,600037,歌华有线,中证1000,0.79,0.050,6.34
926,600339,中油工程,中证500,0.79,0.026,3.30
927,688122,西部超导,中证500,0.79,0.400,50.92
928,301458,钧崴电子,中证1000,0.77,0.350,45.28
929,002815,崇达技术,中证1000,0.77,0.130,16.85
930,601778,晶科科技,中证1000,0.77,0.028,3.68
931,000768,中航西飞,沪深300,0.77,0.150,19.56
932,688411,海博思创,中证500,0.77,1.590,207.80
933,603072,天和磁材,中证1000,0.76,0.250,32.70
934,601975,招商南油,中证1000,0.76,0.027,3.55
935,000810,创维数字,中证1000,0.76,0.080,10.52
936,300002,神州泰岳,中证500,0.76,0.060,7.90
937,002643,万润股份,中证1000,0.76,0.125,16.51
938,601666,平煤股份,中证500,0.76,0.060,7.94
939,002181,粤传媒,中证1000,0.75,0.063,8.41
940,603530,神马电力,中证1000,0.75,0.350,46.89
941,688050,爱博医疗,中证1000,0.75,0.320,42.88
942,603505,金石资源,中证1000,0.74,0.120,16.17
943,600048,保利发展,沪深300,0.74,0.035,4.72
944,002761,浙江建投,中证1000,0.74,0.050,6.75
945,002373,千方科技,中证1000,0.74,0.052,7.03
946,002171,楚江新材,中证1000,0.74,0.080,10.84
947,002947,恒铭达,中证1000,0.74,0.500,67.98
948,601375,中原证券,中证1000,0.73,0.030,4.10
949,002821,凯莱英,中证500,0.73,1.300,177.95
950,002243,力合科创,中证1000,0.73,0.050,6.85
951,000682,东方电子,中证1000,0.73,0.087,11.92
952,600812,华北制药,中证1000,0.73,0.035,4.82
953,002065,东华软件,中证500,0.72,0.050,6.90
954,301035,润丰股份,中证1000,0.72,0.350,48.45
955,300037,新宙邦,中证500,0.72,0.500,69.25
956,300113,顺网科技,中证1000,0.72,0.120,16.62
957,000800,一汽解放,中证500,0.72,0.045,6.26
958,600740,山西焦化,中证1000,0.72,0.025,3.48
959,300718,长盛轴承,中证500,0.72,0.428,59.62
960,002139,拓邦股份,中证1000,0.72,0.070,9.78
961,688726,拉普拉斯,中证1000,0.72,0.310,43.35
962,300783,三只松鼠,中证1000,0.71,0.117,16.47
963,688183,生益电子,沪深300,0.71,0.900,126.78
964,688188,柏楚电子,中证500,0.71,0.666,93.99
965,600366,宁波韵升,中证1000,0.71,0.100,14.18
966,002015,协鑫能科,中证1000,0.71,0.100,14.18
967,600248,陕建股份,中证1000,0.70,0.020,2.84
968,600378,昊华科技,中证500,0.70,0.392,55.70
969,001203,大中矿业,中证500,0.70,0.200,28.43
970,600746,江苏索普,中证1000,0.70,0.040,5.74
971,603588,高能环境,中证1000,0.70,0.100,14.35
972,600789,鲁抗医药,中证1000,0.69,0.050,7.20
973,603893,瑞芯微,沪深300,0.69,1.500,216.91
974,002498,汉缆股份,中证1000,0.69,0.040,5.80
975,688692,达梦数据,中证500,0.69,1.600,232.36
976,300476,胜宏科技,沪深300,0.69,1.995,290.28
977,300073,当升科技,中证500,0.69,0.283,41.24
978,300725,药石科技,中证1000,0.68,0.280,41.00
979,688083,中望软件,中证1000,0.68,0.350,51.41
980,688798,艾为电子,中证1000,0.68,0.430,63.50
981,601456,国联民生,沪深300,0.67,0.060,8.94
982,600100,同方股份,中证500,0.67,0.045,6.74
983,002897,意华股份,中证1000,0.66,0.500,75.69
984,600176,中国巨石,沪深300,0.66,0.360,54.52
985,002709,天赐材料,沪深300,0.65,0.250,38.17
986,000930,中粮科技,中证1000,0.65,0.030,4.59
987,300346,南大光电,中证500,0.65,0.460,70.53
988,601069,西部黄金,中证1000,0.65,0.156,24.08
989,600930,华电新能,沪深300,0.65,0.030,4.65
990,600751,海航科技,中证1000,0.65,0.018,2.79
991,002317,众生药业,中证1000,0.64,0.200,31.15
992,002517,恺英网络,中证500,0.64,0.100,15.62
993,601608,中信重工,中证500,0.64,0.033,5.13
994,002320,海峡股份,中证1000,0.64,0.040,6.28
995,601595,上海电影,中证1000,0.64,0.101,15.88
996,603650,彤程新材,中证500,0.63,0.500,78.89
997,300088,长信科技,中证1000,0.63,0.050,7.90
998,300001,特锐德,中证500,0.63,0.200,31.76
999,603376,大明电子,中证1000,0.63,0.150,23.93
1000,688582,芯动联科,中证500,0.62,0.304,48.70
1001,002063,远光软件,中证1000,0.62,0.032,5.13
1002,301050,雷电微力,中证1000,0.62,0.192,30.87
1003,600163,中闽能源,中证1000,0.62,0.030,4.83
1004,603662,柯力传感,中证1000,0.62,0.364,58.65
1005,600707,彩虹股份,中证500,0.62,0.070,11.28
1006,688106,金宏气体,中证1000,0.62,0.250,40.31
1007,300432,富临精工,中证500,0.62,0.100,16.16
1008,002675,东诚药业,中证1000,0.62,0.081,13.06
1009,603267,鸿远电子,中证1000,0.62,0.350,56.81
1010,601611,中国核建,中证500,0.61,0.060,9.77
1011,300820,英杰电气,中证1000,0.61,0.400,65.14
1012,600372,中航机载,沪深300,0.61,0.068,11.15
1013,600522,中天科技,沪深300,0.61,0.260,42.85
1014,002468,申通快递,中证1000,0.60,0.100,16.57
1015,688484,南芯科技,中证1000,0.59,0.250,42.34
1016,600521,华海药业,中证500,0.59,0.100,16.97
1017,002353,杰瑞股份,沪深300,0.59,0.850,144.74
1018,002916,深南电路,沪深300,0.59,2.400,408.99
1019,002276,万马股份,中证1000,0.59,0.055,9.38
1020,601233,桐昆股份,中证500,0.58,0.120,20.56
1021,002882,金龙羽,中证1000,0.58,0.100,17.15
1022,688779,五矿新能,中证1000,0.58,0.041,7.11
1023,300341,麦克奥迪,中证1000,0.58,0.070,12.08
1024,688252,天德钰,中证1000,0.58,0.115,19.88
1025,301358,湖南裕能,中证500,0.57,0.356,61.98
1026,002913,奥士康,中证1000,0.57,0.300,52.33
1027,002534,西子洁能,中证1000,0.57,0.100,17.46
1028,688232,新点软件,中证1000,0.57,0.100,17.60
1029,002324,普利特,中证1000,0.57,0.055,9.68
1030,301389,隆扬电子,中证1000,0.56,0.367,65.00
1031,300772,运达股份,中证1000,0.56,0.060,10.63
1032,301196,唯科科技,中证1000,0.56,0.600,106.41
1033,688248,南网科技,中证500,0.56,0.312,55.50
1034,688111,金山办公,沪深300,0.56,1.250,222.63
1035,688150,莱特光电,中证1000,0.56,0.300,53.59
1036,002536,飞龙股份,中证1000,0.55,0.300,54.07
1037,300008,天海防务,中证1000,0.55,0.032,5.77
1038,002407,多氟多,中证500,0.55,0.200,36.08
1039,688003,天准科技,中证1000,0.55,0.500,90.33
1040,300660,江苏雷利,中证1000,0.55,0.150,27.12
1041,688363,华熙生物,中证500,0.55,0.190,34.36
1042,000603,盛达资源,中证1000,0.55,0.120,21.73
1043,688380,中微半导,中证1000,0.55,0.300,54.61
1044,300759,康龙化成,中证500,0.54,0.200,36.93
1045,300319,麦捷科技,中证1000,0.54,0.107,19.91
1046,002465,海格通信,中证500,0.53,0.060,11.28
1047,301071,力量钻石,中证1000,0.53,0.400,75.29
1048,603171,税友股份,中证1000,0.53,0.200,37.66
1049,688352,颀中科技,中证1000,0.53,0.100,18.85
1050,688169,石头科技,中证500,0.53,0.527,99.70
1051,002985,北摩高科,中证1000,0.53,0.130,24.65
1052,601059,信达证券,沪深300,0.53,0.087,16.52
1053,605198,安德利,中证1000,0.53,0.300,57.00
1054,003035,南网能源,中证500,0.53,0.028,5.33
1055,000998,隆平高科,中证1000,0.52,0.042,8.02
1056,600490,鹏欣资源,中证1000,0.52,0.031,5.93
1057,600409,三友化工,中证1000,0.52,0.030,5.74
1058,002149,西部材料,中证1000,0.52,0.200,38.54
1059,300768,迪普科技,中证1000,0.52,0.080,15.43
1060,300618,寒锐钴业,中证1000,0.51,0.170,33.13
1061,000880,潍柴重机,中证1000,0.51,0.116,22.66
1062,300059,东方财富,沪深300,0.51,0.100,19.60
1063,000012,南玻A,中证1000,0.51,0.020,3.95
1064,300972,万辰集团,中证500,0.50,0.987,195.64
1065,300775,三角防务,中证1000,0.50,0.100,19.83
1066,688297,中无人机,中证500,0.50,0.200,39.95
1067,300827,上能电气,中证1000,0.50,0.120,24.17
1068,001382,新亚电缆,中证1000,0.50,0.075,15.13
1069,600292,电投水电,中证500,0.49,0.061,12.34
1070,300809,华辰装备,中证1000,0.49,0.120,24.29
1071,300363,博腾股份,中证1000,0.49,0.090,18.33
1072,000009,中国宝安,中证500,0.49,0.030,6.11
1073,300570,太辰光,中证500,0.49,1.000,203.88
1074,688617,惠泰医疗,中证500,0.49,1.000,204.00
1075,688375,国博电子,中证500,0.49,0.426,87.80
1076,002475,立讯精密,沪深300,0.48,0.299,61.67
1077,300031,宝通科技,中证1000,0.48,0.100,20.74
1078,300487,蓝晓科技,中证500,0.48,0.353,74.00
1079,688503,聚和材料,中证1000,0.47,0.432,91.00
1080,688097,博众精工,中证1000,0.47,0.241,51.00
1081,603501,豪威集团,沪深300,0.47,0.500,106.15
1082,688326,经纬恒润,中证1000,0.47,0.300,63.69
1083,003021,兆威机电,中证500,0.47,0.385,81.90
1084,000917,电广传媒,中证1000,0.47,0.030,6.40
1085,603162,海通发展,中证1000,0.47,0.050,10.74
1086,002265,建设工业,中证500,0.46,0.076,16.38
1087,000738,航发控制,中证500,0.46,0.077,16.73
1088,300679,电连技术,中证500,0.46,0.238,51.95
1089,600776,东方通信,中证1000,0.45,0.055,12.09
1090,600171,上海贝岭,中证500,0.45,0.120,26.40
1091,300457,赢合科技,中证1000,0.45,0.085,18.76
1092,002145,钛能化学,中证1000,0.45,0.020,4.46
1093,002945,华林证券,中证500,0.44,0.057,12.83
1094,002602,世纪华通,沪深300,0.44,0.060,13.58
1095,603019,中科曙光,沪深300,0.44,0.450,101.90
1096,600113,浙江东日,中证1000,0.44,0.130,29.61
1097,603290,斯达半导,中证500,0.44,0.508,116.25
1098,002378,章源钨业,中证1000,0.43,0.120,27.59
1099,000688,国城矿业,中证1000,0.43,0.130,30.03
1100,300623,捷捷微电,中证500,0.43,0.150,34.70
1101,002028,思源电气,沪深300,0.43,0.700,162.00
1102,688631,莱斯信息,中证1000,0.43,0.170,39.62
1103,603678,火炬电子,中证1000,0.43,0.240,56.01
1104,300913,兆龙互连,中证1000,0.43,0.160,37.39
1105,001280,中国铀业,沪深300,0.43,0.260,61.05
1106,600390,五矿资本,中证500,0.42,0.020,4.71
1107,600328,中盐化工,中证1000,0.42,0.025,5.99
1108,300100,双林股份,中证500,0.42,0.100,23.62
1109,300751,迈为股份,中证500,0.42,1.000,236.40
1110,300115,长盈精密,中证500,0.42,0.120,28.50
1111,000021,深科技,中证500,0.42,0.220,52.51
1112,300378,鼎捷数智,中证1000,0.42,0.125,29.90
1113,301363,美好医疗,中证1000,0.42,0.080,19.19
1114,300990,同飞股份,中证1000,0.42,0.500,120.41
1115,301155,海力风电,中证1000,0.41,0.160,38.58
1116,600850,电科数字,中证1000,0.41,0.060,14.47
1117,300236,上海新阳,中证1000,0.41,0.478,115.76
1118,001287,中电港,中证1000,0.41,0.118,28.63
1119,688281,华秦科技,中证500,0.41,0.190,46.18
1120,600764,中国海防,中证500,0.41,0.070,17.08
1121,601020,华钰矿业,中证1000,0.41,0.079,19.38
1122,002979,雷赛智能,中证1000,0.41,0.250,61.60
1123,300257,开山股份,中证1000,0.40,0.100,24.87
1124,688439,振华风光,中证1000,0.40,0.170,42.46
1125,002074,国轩高科,沪深300,0.40,0.100,25.05
1126,002965,祥鑫科技,中证1000,0.40,0.200,50.12
1127,603099,长白山,中证1000,0.40,0.145,36.49
1128,002594,比亚迪,沪深300,0.40,0.358,90.18
